epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.858461856842041,0.0010000000474974513,1.3371108770370483,0.9736666679382324,0.8149253726005554
1,0.9375,0.0010000000474974513,0.9454562067985535,0.9738333225250244,0.8135347366333008
2,0.9631229639053345,0.0010000000474974513,0.6996665000915527,0.984333336353302,0.505519449710846
3,1.0,0.0010000000474974513,0.4889892637729645,0.9858333468437195,0.5028319954872131
4,0.9695008993148804,0.0010000000474974513,0.4716491997241974,0.981166660785675,0.36487439274787903
5,0.984375,0.0010000000474974513,0.4261018931865692,0.9800000190734863,0.3685791492462158
6,0.9729123115539551,0.0010000000474974513,0.36215370893478394,0.9771666526794434,0.31256309151649475
7,0.953125,0.0010000000474974513,0.36906179785728455,0.9768333435058594,0.3130064606666565
8,0.972782552242279,0.0010000000474974513,0.3204219341278076,0.9801666736602783,0.28813835978507996
9,1.0,0.0005000000237487257,0.24275200068950653,0.9801666736602783,0.28785184025764465
10,0.9817561507225037,0.0005000000237487257,0.24723194539546967,0.9858333468437195,0.19938218593597412
11,0.96875,0.0005000000237487257,0.29696470499038696,0.9861666560173035,0.19753794372081757
12,0.9807920455932617,0.0005000000237487257,0.21883054077625275,0.9848333597183228,0.20676873624324799
13,0.96875,0.0005000000237487257,0.23138195276260376,0.984499990940094,0.20811985433101654
14,0.9813482761383057,0.0005000000237487257,0.2100050300359726,0.9893333315849304,0.17871645092964172
15,1.0,0.0005000000237487257,0.16111154854297638,0.9890000224113464,0.17994289100170135
16,0.982367992401123,0.0005000000237487257,0.20078985393047333,0.9869999885559082,0.1878165453672409
17,0.96875,0.0005000000237487257,0.22911149263381958,0.987333357334137,0.1842033416032791
18,0.9820342659950256,0.0005000000237487257,0.2011709213256836,0.9850000143051147,0.1937711238861084
19,0.984375,0.0005000000237487257,0.18473251163959503,0.9854999780654907,0.19195182621479034
20,0.987781822681427,0.0002500000118743628,0.16478344798088074,0.9916666746139526,0.13239911198616028
21,0.984375,0.0002500000118743628,0.1512034833431244,0.9918333292007446,0.13306225836277008
22,0.988059937953949,0.0002500000118743628,0.1434275358915329,0.9869999885559082,0.13009122014045715
23,1.0,0.0002500000118743628,0.10066007077693939,0.9853333234786987,0.13445839285850525
24,0.9880414009094238,0.0002500000118743628,0.1343700885772705,0.9879999756813049,0.12457114458084106
25,0.984375,0.0002500000118743628,0.27590417861938477,0.9884999990463257,0.12368768453598022
26,0.9885604977607727,0.0002500000118743628,0.1279786229133606,0.9923333525657654,0.1118219718337059
27,1.0,0.0002500000118743628,0.09401373565196991,0.9923333525657654,0.11182664334774017
28,0.9872626662254333,0.0002500000118743628,0.12828083336353302,0.9928333163261414,0.10852843523025513
29,0.984375,0.0002500000118743628,0.12259573489427567,0.9931666851043701,0.10850029438734055
30,0.9883751273155212,0.0002500000118743628,0.12459124624729156,0.9901666641235352,0.1130373403429985
31,0.984375,0.0002500000118743628,0.1712380051612854,0.9903333187103271,0.11323394626379013
32,0.9885419607162476,0.0002500000118743628,0.12161906808614731,0.9906666874885559,0.10951313376426697
33,1.0,0.0002500000118743628,0.08206736296415329,0.9908333420753479,0.1101774200797081
34,0.9890055060386658,0.0002500000118743628,0.11843784898519516,0.9921666383743286,0.10364142805337906
35,1.0,0.0001250000059371814,0.08808930963277817,0.9918333292007446,0.10394838452339172
36,0.9918792843818665,0.0001250000059371814,0.1024838462471962,0.9938333630561829,0.08831637352705002
37,1.0,0.0001250000059371814,0.0727098137140274,0.9936666488647461,0.08838710188865662
38,0.9916567802429199,0.0001250000059371814,0.09696786105632782,0.9948333501815796,0.08217433840036392
39,0.984375,0.0001250000059371814,0.09091071784496307,0.9948333501815796,0.0819593146443367
40,0.9927506446838379,0.0001250000059371814,0.0885540023446083,0.9931666851043701,0.08573619276285172
41,1.0,0.0001250000059371814,0.061165764927864075,0.9928333163261414,0.0858200192451477
42,0.9916011691093445,0.0001250000059371814,0.08685507625341415,0.9948333501815796,0.07378460466861725
43,1.0,0.0001250000059371814,0.06004390865564346,0.9946666955947876,0.07364191859960556
44,0.9939187169075012,6.25000029685907e-05,0.07702308893203735,0.9955000281333923,0.07020601630210876
45,1.0,6.25000029685907e-05,0.05715140700340271,0.9955000281333923,0.070097915828228
46,0.9937889575958252,6.25000029685907e-05,0.07387225329875946,0.9956666827201843,0.0689602717757225
47,1.0,6.25000029685907e-05,0.06143442541360855,0.9955000281333923,0.06902500241994858
48,0.994864284992218,6.25000029685907e-05,0.06927540153265,0.9953333139419556,0.06396280229091644
49,1.0,6.25000029685907e-05,0.054227642714977264,0.9953333139419556,0.06398101150989532
